ID,Source Port,Destination Port,Sequence Number,Acknowledgment Number,Data Offset,Reserved,Flags,Window Size,Checksum,Urgent Pointer,next_packages,Session,Label
952,139,9657,4155851238,1997940051,8,0,16,18824,62264,0,"[24, 16, 17]",403,smb
953,139,9657,4155852686,1997940051,8,0,24,18824,41590,0,"[24, 16]",403,smb
954,139,9657,4155854134,1997940051,8,0,16,18824,60450,0,"[24, 16, 17]",403,smb
955,139,9657,4155855582,1997940051,8,0,24,18824,47066,0,"[24, 16]",403,smb
956,139,9657,4155857030,1997940051,8,0,16,18824,2252,0,"[24, 16, 17]",403,smb
957,139,9657,4155858478,1997940051,8,0,24,18824,54919,0,"[24, 16]",403,smb
958,139,9657,4155859926,1997940051,8,0,16,18824,33290,0,"[24, 16, 17]",403,smb
959,139,9657,4155861374,1997940051,8,0,24,18824,14093,0,"[24, 16]",403,smb
960,139,9657,4155862822,1997940051,8,0,16,18824,64491,0,"[24, 16, 17]",403,smb
961,139,9657,4155864270,1997940051,8,0,24,18824,46136,0,"[24, 16]",403,smb
962,139,9657,4155865718,1997940051,8,0,16,18824,17675,0,"[24, 16, 17]",403,smb
963,139,9657,4155867166,1997940051,8,0,24,18824,36371,0,"[24, 16]",403,smb
964,139,9657,4155868614,1997940051,8,0,16,18824,46035,0,"[24, 16, 17]",403,smb
965,139,9657,4155870062,1997940051,8,0,24,18824,45769,0,"[24, 16]",403,smb
966,139,9657,4155871510,1997940051,8,0,16,18824,48084,0,"[24, 16, 17]",403,smb
967,139,9657,4155872958,1997940051,8,0,24,18824,25245,0,"[24, 16]",403,smb
968,139,9657,4155874406,1997940051,8,0,16,18824,58617,0,"[24, 16, 17]",403,smb
969,139,9657,4155875854,1997940051,8,0,24,18824,18353,0,"[24, 16]",403,smb
970,139,9657,4155877302,1997940051,8,0,16,18824,2429,0,"[24, 16, 17]",403,smb
971,139,9657,4155878750,1997940051,8,0,24,18824,10437,0,"[24, 16]",403,smb
972,139,9657,4155880198,1997940051,8,0,16,18824,20192,0,"[24, 16, 17]",403,smb
973,139,9657,4155881646,1997940051,8,0,24,18824,34427,0,"[24, 16]",403,smb
974,139,9657,4155883094,1997940051,8,0,16,18824,64198,0,"[24, 16, 17]",403,smb
975,139,9657,4155884542,1997940051,8,0,24,18824,5341,0,"[24, 16]",403,smb
976,139,9657,4155885990,1997940051,8,0,16,18824,41987,0,"[24, 16, 17]",403,smb
977,139,9657,4155887438,1997940051,8,0,24,18824,36759,0,"[24, 16]",403,smb
978,139,9657,4155888886,1997940051,8,0,16,18824,21678,0,"[24, 16, 17]",403,smb
979,139,9657,4155890334,1997940051,8,0,24,18824,39249,0,"[24, 16]",403,smb
980,139,9657,4155891782,1997940051,8,0,16,18824,35441,0,"[24, 16, 17]",403,smb
981,139,9657,4155893230,1997940051,8,0,24,18824,52824,0,"[24, 16]",403,smb
982,9657,139,1997940051,4155894678,8,0,16,65160,21715,0,"[24, 16, 17]",403,smb
983,139,62758,1361665553,1100466366,8,0,16,18824,25747,0,"[24, 16, 17]",404,smb
984,139,62758,1361667001,1100466366,8,0,24,18824,60048,0,"[24, 16]",404,smb
985,139,62758,1361668449,1100466366,8,0,16,18824,36296,0,"[24, 16, 17]",404,smb
986,139,62758,1361669897,1100466366,8,0,24,18824,31602,0,"[24, 16]",404,smb
987,139,62758,1361671345,1100466366,8,0,16,18824,10281,0,"[24, 16, 17]",404,smb
988,139,62758,1361672793,1100466366,8,0,24,18824,16329,0,"[24, 16]",404,smb
989,139,62758,1361674241,1100466366,8,0,16,18824,39021,0,"[24, 16, 17]",404,smb
990,139,62758,1361675689,1100466366,8,0,24,18824,11690,0,"[24, 16]",404,smb
991,139,62758,1361677137,1100466366,8,0,16,18824,3131,0,"[24, 16, 17]",404,smb
992,139,62758,1361678585,1100466366,8,0,24,18824,61143,0,"[24, 16]",404,smb
993,139,62758,1361680033,1100466366,8,0,16,18824,55998,0,"[24, 16, 17]",404,smb
994,139,62758,1361681481,1100466366,8,0,24,18824,14575,0,"[24, 16]",404,smb
995,62758,139,1100466366,1361682929,8,0,16,34752,23757,0,"[24, 16, 17]",404,smb
996,139,25916,1478740526,3944080582,8,0,16,18824,59213,0,"[24, 16, 17]",405,smb
997,139,25916,1478741974,3944080582,8,0,24,18824,61870,0,"[24, 16]",405,smb
998,139,25916,1478743422,3944080582,8,0,16,18824,60439,0,"[24, 16, 17]",405,smb
999,139,25916,1478744870,3944080582,8,0,24,18824,7443,0,"[24, 16]",405,smb
1000,139,25916,1478746318,3944080582,8,0,16,18824,10272,0,"[24, 16, 17]",405,smb
1001,139,25916,1478747766,3944080582,8,0,24,18824,27237,0,"[24, 16]",405,smb
1002,139,25916,1478749214,3944080582,8,0,16,18824,43844,0,"[24, 16, 17]",405,smb
1003,139,25916,1478750662,3944080582,8,0,24,18824,38656,0,"[24, 16]",405,smb
1004,139,25916,1478752110,3944080582,8,0,16,18824,24484,0,"[24, 16, 17]",405,smb
1005,139,25916,1478753558,3944080582,8,0,24,18824,14759,0,"[24, 16]",405,smb
1006,139,25916,1478755006,3944080582,8,0,16,18824,30655,0,"[24, 16, 17]",405,smb
1007,139,25916,1478756454,3944080582,8,0,24,18824,61416,0,"[24, 16]",405,smb
1008,139,25916,1478757902,3944080582,8,0,16,18824,47750,0,"[24, 16, 17]",405,smb
1009,139,25916,1478759350,3944080582,8,0,24,18824,54568,0,"[24, 16]",405,smb
1010,139,25916,1478760798,3944080582,8,0,16,18824,63114,0,"[24, 16, 17]",405,smb
1011,139,25916,1478762246,3944080582,8,0,24,18824,22247,0,"[24, 16]",405,smb
1012,139,25916,1478763694,3944080582,8,0,16,18824,16687,0,"[24, 16, 17]",405,smb
1013,139,25916,1478765142,3944080582,8,0,24,18824,38209,0,"[24, 16]",405,smb
1014,139,25916,1478766590,3944080582,8,0,16,18824,33893,0,"[24, 16, 17]",405,smb
1015,139,25916,1478768038,3944080582,8,0,24,18824,57351,0,"[24, 16]",405,smb
1016,139,25916,1478769486,3944080582,8,0,16,18824,7443,0,"[24, 16, 17]",405,smb
1017,139,25916,1478770934,3944080582,8,0,24,18824,65056,0,"[24, 16]",405,smb
1018,139,25916,1478772382,3944080582,8,0,16,18824,48269,0,"[24, 16, 17]",405,smb
1019,139,25916,1478773830,3944080582,8,0,24,18824,23049,0,"[24, 16]",405,smb
1020,139,25916,1478775278,3944080582,8,0,16,18824,3367,0,"[24, 16, 17]",405,smb
1021,139,25916,1478776726,3944080582,8,0,24,18824,8063,0,"[24, 16]",405,smb
1022,139,25916,1478778174,3944080582,8,0,16,18824,23648,0,"[24, 16, 17]",405,smb
1023,139,25916,1478779622,3944080582,8,0,24,18824,30371,0,"[24, 16]",405,smb
1024,139,25916,1478781070,3944080582,8,0,16,18824,7523,0,"[24, 16, 17]",405,smb
1025,139,25916,1478782518,3944080582,8,0,24,18824,38195,0,"[24, 16]",405,smb
1026,139,25916,1478783966,3944080582,8,0,16,18824,57941,0,"[24, 16, 17]",405,smb
1027,139,25916,1478785414,3944080582,8,0,24,18824,49787,0,"[24, 16]",405,smb
1028,25916,139,3944080582,1478786862,8,0,16,65160,18545,0,"[24, 16, 17]",405,smb
1029,16015,139,421805537,1680703771,8,0,24,17376,50471,0,"[24, 16]",406,smb
1030,139,16015,1680703771,421805600,8,0,16,18824,48256,0,"[24, 16, 17]",406,smb
1031,57776,139,151219310,1530860115,8,0,24,15928,56371,0,"[24, 16]",407,smb
1032,139,57776,1530860115,151219430,8,0,16,17376,8363,0,"[24, 16, 17]",407,smb
1033,139,25536,3068151005,4278346669,8,0,16,18824,30077,0,"[24, 16, 17]",408,smb
1034,139,25536,3068152453,4278346669,8,0,24,18824,34509,0,"[24, 16]",408,smb
1035,139,25536,3068153901,4278346669,8,0,16,18824,51584,0,"[24, 16, 17]",408,smb
1036,139,25536,3068155349,4278346669,8,0,24,18824,59987,0,"[24, 16]",408,smb
1037,139,25536,3068156797,4278346669,8,0,16,18824,11896,0,"[24, 16, 17]",408,smb
1038,139,25536,3068158245,4278346669,8,0,24,18824,46902,0,"[24, 16]",408,smb
1039,139,25536,3068159693,4278346669,8,0,16,18824,58704,0,"[24, 16, 17]",408,smb
1040,139,25536,3068161141,4278346669,8,0,24,18824,52565,0,"[24, 16]",408,smb
1041,139,25536,3068162589,4278346669,8,0,16,18824,2563,0,"[24, 16, 17]",408,smb
1042,139,25536,3068164037,4278346669,8,0,24,18824,42909,0,"[24, 16]",408,smb
1043,139,25536,3068164404,4278346669,8,0,16,18824,14451,0,"[24, 16, 17]",408,smb
1044,25536,139,4278346669,3068164404,8,0,16,65160,16512,0,"[24, 16, 17]",408,smb
1045,139,25536,3068165852,4278346669,8,0,24,18824,22,0,"[24, 16]",408,smb
1046,139,25536,3068167300,4278346669,8,0,16,18824,54402,0,"[24, 16, 17]",408,smb
1047,139,25536,3068168748,4278346669,8,0,24,18824,38376,0,"[24, 16]",408,smb
1048,139,25536,3068170196,4278346669,8,0,16,18824,15097,0,"[24, 16, 17]",408,smb
1049,139,25536,3068171644,4278346669,8,0,24,18824,56245,0,"[24, 16]",408,smb
1050,139,25536,3068173092,4278346669,8,0,16,18824,61293,0,"[24, 16, 17]",408,smb
1051,139,25536,3068174540,4278346669,8,0,24,18824,10914,0,"[24, 16]",408,smb
1052,139,25536,3068175988,4278346669,8,0,16,18824,7111,0,"[24, 16, 17]",408,smb
1053,139,25536,3068177436,4278346669,8,0,24,18824,33454,0,"[24, 16]",408,smb
1054,139,25536,3068178884,4278346669,8,0,16,18824,30581,0,"[24, 16, 17]",408,smb
1055,139,25536,3068180332,4278346669,8,0,24,18824,52917,0,"[24, 16]",408,smb
1056,139,25536,3068181780,4278346669,8,0,16,18824,60752,0,"[24, 16, 17]",408,smb
1057,139,25536,3068183228,4278346669,8,0,24,18824,20158,0,"[24, 16]",408,smb
1058,139,25536,3068184676,4278346669,8,0,16,18824,64570,0,"[24, 16, 17]",408,smb
1059,139,25536,3068186124,4278346669,8,0,24,18824,55782,0,"[24, 16]",408,smb
1060,139,25536,3068187572,4278346669,8,0,16,18824,1132,0,"[24, 16, 17]",408,smb
1061,139,25536,3068189020,4278346669,8,0,24,18824,36586,0,"[24, 16]",408,smb
1062,139,25536,3068190468,4278346669,8,0,16,18824,38442,0,"[24, 16, 17]",408,smb
1063,139,25536,3068191916,4278346669,8,0,24,18824,6533,0,"[24, 16]",408,smb
1064,139,25536,3068193364,4278346669,8,0,16,18824,12683,0,"[24, 16, 17]",408,smb
1065,139,25536,3068194812,4278346669,8,0,24,18824,7523,0,"[24, 16]",408,smb
1066,25536,139,4278346669,3068196260,8,0,16,65160,40701,0,"[24, 16, 17]",408,smb
1067,139,49732,2670945733,2447281701,8,0,16,18824,715,0,"[24, 16, 17]",409,smb
1068,139,49732,2670947181,2447281701,8,0,24,18824,19372,0,"[24, 16]",409,smb
1069,139,49732,2670948629,2447281701,8,0,16,18824,28996,0,"[24, 16, 17]",409,smb
1070,139,49732,2670950077,2447281701,8,0,24,18824,28684,0,"[24, 16]",409,smb
1071,139,49732,2670951525,2447281701,8,0,16,18824,30980,0,"[24, 16, 17]",409,smb
1072,139,49732,2670952973,2447281701,8,0,24,18824,8131,0,"[24, 16]",409,smb
1073,139,49732,2670954421,2447281701,8,0,16,18824,41493,0,"[24, 16, 17]",409,smb
1074,139,49732,2670955869,2447281701,8,0,24,18824,1206,0,"[24, 16]",409,smb
1075,139,49732,2670957317,2447281701,8,0,16,18824,50807,0,"[24, 16, 17]",409,smb
1076,139,49732,2670958765,2447281701,8,0,24,18824,58798,0,"[24, 16]",409,smb
1077,139,49732,2670960213,2447281701,8,0,16,18824,3005,0,"[24, 16, 17]",409,smb
1078,139,49732,2670961661,2447281701,8,0,24,18824,17221,0,"[24, 16]",409,smb
1079,139,49732,2670963109,2447281701,8,0,16,18824,46972,0,"[24, 16, 17]",409,smb
1080,139,49732,2670964557,2447281701,8,0,24,18824,53631,0,"[24, 16]",409,smb
1081,139,49732,2670966005,2447281701,8,0,16,18824,24722,0,"[24, 16, 17]",409,smb
1082,139,49732,2670967453,2447281701,8,0,24,18824,19493,0,"[24, 16]",409,smb
1083,139,49732,2670968901,2447281701,8,0,16,18824,4404,0,"[24, 16, 17]",409,smb
1084,139,49732,2670970349,2447281701,8,0,24,18824,21958,0,"[24, 16]",409,smb
1085,139,49732,2670971797,2447281701,8,0,16,18824,18111,0,"[24, 16, 17]",409,smb
1086,139,49732,2670973245,2447281701,8,0,24,18824,34622,0,"[24, 16]",409,smb
1087,49732,139,2447281701,2670974693,8,0,16,65160,8320,0,"[24, 16, 17]",409,smb
1088,43864,139,1026070323,1619851610,8,0,24,65160,9188,0,"[24, 16]",410,smb
1089,139,43864,1619851610,1026070368,8,0,16,20272,14884,0,"[24, 16, 17]",410,smb
1090,139,21603,4096562553,2643022858,8,0,16,18824,43042,0,"[24, 16, 17]",411,smb
1091,139,21603,4096564001,2643022858,8,0,24,18824,6612,0,"[24, 16]",411,smb
1092,139,21603,4096565449,2643022858,8,0,16,18824,24824,0,"[24, 16, 17]",411,smb
1093,139,21603,4096566897,2643022858,8,0,24,18824,39845,0,"[24, 16]",411,smb
1094,139,21603,4096568345,2643022858,8,0,16,18824,4843,0,"[24, 16, 17]",411,smb
1095,139,21603,4096569793,2643022858,8,0,24,18824,57321,0,"[24, 16]",411,smb
1096,139,21603,4096571241,2643022858,8,0,16,18824,57444,0,"[24, 16, 17]",411,smb
1097,139,21603,4096572689,2643022858,8,0,24,18824,60085,0,"[24, 16]",411,smb
1098,139,21603,4096574137,2643022858,8,0,16,18824,58664,0,"[24, 16, 17]",411,smb
1099,139,21603,4096575585,2643022858,8,0,24,18824,5678,0,"[24, 16]",411,smb
1100,139,21603,4096577033,2643022858,8,0,16,18824,8523,0,"[24, 16, 17]",411,smb
1101,139,21603,4096578481,2643022858,8,0,24,18824,25498,0,"[24, 16]",411,smb
1102,139,21603,4096579929,2643022858,8,0,16,18824,42115,0,"[24, 16, 17]",411,smb
1103,139,21603,4096581377,2643022858,8,0,24,18824,36937,0,"[24, 16]",411,smb
1104,139,21603,4096582825,2643022858,8,0,16,18824,22784,0,"[24, 16, 17]",411,smb
1105,139,21603,4096584273,2643022858,8,0,24,18824,13078,0,"[24, 16]",411,smb
1106,139,21603,4096585721,2643022858,8,0,16,18824,28974,0,"[24, 16, 17]",411,smb
1107,139,21603,4096587169,2643022858,8,0,24,18824,59753,0,"[24, 16]",411,smb
1108,139,21603,4096588617,2643022858,8,0,16,18824,46092,0,"[24, 16, 17]",411,smb
1109,139,21603,4096590065,2643022858,8,0,24,18824,51165,0,"[24, 16]",411,smb
1110,21603,139,2643022858,4096591513,8,0,16,65160,51581,0,"[24, 16, 17]",411,smb
1111,21943,139,3725350080,1796604282,8,0,24,15928,14174,0,"[24, 16]",412,smb
1112,139,21943,1796604282,3725350200,8,0,16,17376,35427,0,"[24, 16, 17]",412,smb
1113,139,22920,3797176174,381081880,8,0,16,18824,38933,0,"[24, 16, 17]",413,smb
1114,139,22920,3797177622,381081880,8,0,24,18824,43385,0,"[24, 16]",413,smb
1115,139,22920,3797179070,381081880,8,0,16,18824,60489,0,"[24, 16, 17]",413,smb
1116,139,22920,3797180518,381081880,8,0,24,18824,3377,0,"[24, 16]",413,smb
1117,139,22920,3797181966,381081880,8,0,16,18824,20833,0,"[24, 16, 17]",413,smb
1118,139,22920,3797183414,381081880,8,0,24,18824,55860,0,"[24, 16]",413,smb
1119,139,22920,3797184862,381081880,8,0,16,18824,2139,0,"[24, 16, 17]",413,smb
1120,139,22920,3797186310,381081880,8,0,24,18824,61546,0,"[24, 16]",413,smb
1121,139,22920,3797187758,381081880,8,0,16,18824,11554,0,"[24, 16, 17]",413,smb
1122,139,22920,3797189206,381081880,8,0,24,18824,51906,0,"[24, 16]",413,smb
1123,139,22920,3797189573,381081880,8,0,16,18824,23445,0,"[24, 16, 17]",413,smb
1124,139,22920,3797191021,381081880,8,0,24,18824,9010,0,"[24, 16]",413,smb
1125,139,22920,3797192469,381081880,8,0,16,18824,63390,0,"[24, 16, 17]",413,smb
1126,22920,139,381081880,3797189573,8,0,16,65160,39508,0,"[24, 16, 17]",413,smb
1127,139,22920,3797193917,381081880,8,0,24,18824,47362,0,"[24, 16]",413,smb
1128,139,22920,3797195365,381081880,8,0,16,18824,24073,0,"[24, 16, 17]",413,smb
1129,139,22920,3797196813,381081880,8,0,24,18824,65202,0,"[24, 16]",413,smb
1130,139,22920,3797198261,381081880,8,0,16,18824,4698,0,"[24, 16, 17]",413,smb
1131,139,22920,3797199709,381081880,8,0,24,18824,19844,0,"[24, 16]",413,smb
1132,139,22920,3797201157,381081880,8,0,16,18824,16021,0,"[24, 16, 17]",413,smb
1133,139,22920,3797202605,381081880,8,0,24,18824,42354,0,"[24, 16]",413,smb
1134,139,22920,3797204053,381081880,8,0,16,18824,39481,0,"[24, 16, 17]",413,smb
1135,139,22920,3797205501,381081880,8,0,24,18824,61817,0,"[24, 16]",413,smb
1136,139,22920,3797206949,381081880,8,0,16,18824,4116,0,"[24, 16, 17]",413,smb
1137,139,22920,3797208397,381081880,8,0,24,18824,29057,0,"[24, 16]",413,smb
1138,139,22920,3797209845,381081880,8,0,16,18824,7950,0,"[24, 16, 17]",413,smb
1139,139,22920,3797211293,381081880,8,0,24,18824,64697,0,"[24, 16]",413,smb
1140,139,22920,3797212741,381081880,8,0,16,18824,10040,0,"[24, 16, 17]",413,smb
1141,139,22920,3797214189,381081880,8,0,24,18824,45494,0,"[24, 16]",413,smb
1142,139,22920,3797215637,381081880,8,0,16,18824,47333,0,"[24, 16, 17]",413,smb
1143,139,22920,3797217085,381081880,8,0,24,18824,15401,0,"[24, 16]",413,smb
1144,139,22920,3797218533,381081880,8,0,16,18824,21532,0,"[24, 16, 17]",413,smb
1145,139,22920,3797219981,381081880,8,0,24,18824,16381,0,"[24, 16]",413,smb
1146,22920,139,381081880,3797221429,8,0,16,65160,63082,0,"[24, 16, 17]",413,smb
1147,139,40710,172841936,91370057,8,0,16,18824,16025,0,"[24, 16, 17]",414,smb
1148,139,40710,172843384,91370057,8,0,24,18824,29883,0,"[24, 16]",414,smb
1149,139,40710,172844832,91370057,8,0,16,18824,1516,0,"[24, 16, 17]",414,smb
1150,139,40710,172846280,91370057,8,0,24,18824,19575,0,"[24, 16]",414,smb
1151,139,40710,172847728,91370057,8,0,16,18824,39567,0,"[24, 16, 17]",414,smb
1152,139,40710,172849176,91370057,8,0,24,18824,54214,0,"[24, 16]",414,smb
1153,139,40710,172850624,91370057,8,0,16,18824,2503,0,"[24, 16, 17]",414,smb
1154,139,40710,172852072,91370057,8,0,24,18824,63910,0,"[24, 16]",414,smb
1155,139,40710,172853520,91370057,8,0,16,18824,28141,0,"[24, 16, 17]",414,smb
1156,139,40710,172854968,91370057,8,0,24,18824,32577,0,"[24, 16]",414,smb
1157,139,40710,172856416,91370057,8,0,16,18824,9881,0,"[24, 16, 17]",414,smb
1158,139,40710,172857864,91370057,8,0,24,18824,17134,0,"[24, 16]",414,smb
1159,139,40710,172859312,91370057,8,0,16,18824,4762,0,"[24, 16, 17]",414,smb
1160,139,40710,172860760,91370057,8,0,24,18824,31478,0,"[24, 16]",414,smb
1161,139,40710,172862208,91370057,8,0,16,18824,40459,0,"[24, 16, 17]",414,smb
1162,139,40710,172863656,91370057,8,0,24,18824,11094,0,"[24, 16]",414,smb
1163,139,40710,172865104,91370057,8,0,16,18824,45456,0,"[24, 16, 17]",414,smb
1164,139,40710,172866552,91370057,8,0,24,18824,56134,0,"[24, 16]",414,smb
1165,139,40710,172868000,91370057,8,0,16,18824,63377,0,"[24, 16, 17]",414,smb
1166,139,40710,172869448,91370057,8,0,24,18824,35711,0,"[24, 16]",414,smb
1167,139,40710,172870896,91370057,8,0,16,18824,21811,0,"[24, 16, 17]",414,smb
1168,139,40710,172872344,91370057,8,0,24,18824,29491,0,"[24, 16]",414,smb
1169,139,40710,172873792,91370057,8,0,16,18824,61047,0,"[24, 16, 17]",414,smb
1170,139,40710,172875240,91370057,8,0,24,18824,20415,0,"[24, 16]",414,smb
1171,139,40710,172876688,91370057,8,0,16,18824,30899,0,"[24, 16, 17]",414,smb
1172,139,40710,172878136,91370057,8,0,24,18824,42895,0,"[24, 16]",414,smb
1173,139,40710,172879584,91370057,8,0,24,18824,5972,0,"[24, 16]",414,smb
1174,40710,139,91370057,172880415,8,0,16,65160,64746,0,"[24, 16, 17]",414,smb
1175,139,42223,1025755853,329586910,8,0,16,18824,39393,0,"[24, 16, 17]",415,smb
1176,139,42223,1025757301,329586910,8,0,24,18824,34229,0,"[24, 16]",415,smb
1177,139,42223,1025758749,329586910,8,0,16,18824,23520,0,"[24, 16, 17]",415,smb
1178,139,42223,1025760197,329586910,8,0,24,18824,2849,0,"[24, 16]",415,smb
1179,139,42223,1025761645,329586910,8,0,16,18824,21719,0,"[24, 16, 17]",415,smb
1180,139,42223,1025763093,329586910,8,0,24,18824,8344,0,"[24, 16]",415,smb
1181,139,42223,1025764541,329586910,8,0,16,18824,29075,0,"[24, 16, 17]",415,smb
1182,139,42223,1025765989,329586910,8,0,24,18824,16216,0,"[24, 16]",415,smb
1183,139,42223,1025767437,329586910,8,0,16,18824,60102,0,"[24, 16, 17]",415,smb
1184,139,42223,1025768885,329586910,8,0,24,18824,40879,0,"[24, 16]",415,smb
1185,139,42223,1025770333,329586910,8,0,16,18824,25732,0,"[24, 16, 17]",415,smb
1186,139,42223,1025771781,329586910,8,0,24,18824,7365,0,"[24, 16]",415,smb
1187,139,42223,1025773229,329586910,8,0,16,18824,44428,0,"[24, 16, 17]",415,smb
1188,139,42223,1025774677,329586910,8,0,24,18824,63122,0,"[24, 16]",415,smb
1189,139,42223,1025776125,329586910,8,0,16,18824,7257,0,"[24, 16, 17]",415,smb
1190,139,42223,1025777573,329586910,8,0,24,18824,6984,0,"[24, 16]",415,smb
1191,139,42223,1025779021,329586910,8,0,16,18824,9293,0,"[24, 16, 17]",415,smb
1192,139,42223,1025780469,329586910,8,0,24,18824,51988,0,"[24, 16]",415,smb
1193,139,42223,1025781917,329586910,8,0,16,18824,18373,0,"[24, 16, 17]",415,smb
1194,139,42223,1025783365,329586910,8,0,24,18824,43630,0,"[24, 16]",415,smb
1195,139,42223,1025784813,329586910,8,0,16,18824,27733,0,"[24, 16, 17]",415,smb
1196,139,42223,1025786261,329586910,8,0,24,18824,35734,0,"[24, 16]",415,smb
1197,139,42223,1025787709,329586910,8,0,16,18824,45479,0,"[24, 16, 17]",415,smb
1198,139,42223,1025789157,329586910,8,0,24,18824,59718,0,"[24, 16]",415,smb
1199,139,42223,1025790605,329586910,8,0,16,18824,23944,0,"[24, 16, 17]",415,smb
1200,139,42223,1025792053,329586910,8,0,24,18824,30613,0,"[24, 16]",415,smb
1201,139,42223,1025793501,329586910,8,0,16,18824,1714,0,"[24, 16, 17]",415,smb
1202,139,42223,1025794949,329586910,8,0,24,18824,62010,0,"[24, 16]",415,smb
1203,139,42223,1025796397,329586910,8,0,16,18824,46913,0,"[24, 16, 17]",415,smb
1204,139,42223,1025797845,329586910,8,0,24,18824,64457,0,"[24, 16]",415,smb
1205,139,42223,1025799293,329586910,8,0,16,18824,60599,0,"[24, 16, 17]",415,smb
1206,139,42223,1025800741,329586910,8,0,24,18824,12378,0,"[24, 16]",415,smb
1207,42223,139,329586910,1025802189,8,0,16,65160,36537,0,"[24, 16, 17]",415,smb
1208,139,19619,176974075,1836174411,8,0,16,18824,39556,0,"[24, 16, 17]",416,smb
1209,139,19619,176975523,1836174411,8,0,24,18824,34417,0,"[24, 16]",416,smb
1210,139,19619,176976971,1836174411,8,0,16,18824,23737,0,"[24, 16, 17]",416,smb
1211,139,19619,176978419,1836174411,8,0,24,18824,3125,0,"[24, 16]",416,smb
1212,139,19619,176979867,1836174411,8,0,16,18824,22045,0,"[24, 16, 17]",416,smb
1213,139,19619,176981315,1836174411,8,0,24,18824,8720,0,"[24, 16]",416,smb
1214,139,19619,176982763,1836174411,8,0,16,18824,29500,0,"[24, 16, 17]",416,smb
1215,139,19619,176984211,1836174411,8,0,24,18824,16681,0,"[24, 16]",416,smb
1216,139,19619,176985659,1836174411,8,0,16,18824,60616,0,"[24, 16, 17]",416,smb
1217,139,19619,176987107,1836174411,8,0,24,18824,41449,0,"[24, 16]",416,smb
1218,139,19619,176988555,1836174411,8,0,16,18824,26341,0,"[24, 16, 17]",416,smb
1219,139,19619,176990003,1836174411,8,0,24,18824,7987,0,"[24, 16]",416,smb
1220,139,19619,176991451,1836174411,8,0,16,18824,45060,0,"[24, 16, 17]",416,smb
1221,139,19619,176992899,1836174411,8,0,24,18824,63727,0,"[24, 16]",416,smb
1222,139,19619,176994347,1836174411,8,0,16,18824,7826,0,"[24, 16, 17]",416,smb
1223,139,19619,176995795,1836174411,8,0,24,18824,7524,0,"[24, 16]",416,smb
1224,139,19619,176997243,1836174411,8,0,16,18824,9810,0,"[24, 16, 17]",416,smb
1225,139,19619,176998691,1836174411,8,0,24,18824,52475,0,"[24, 16]",416,smb
1226,139,19619,177000139,1836174411,8,0,16,18824,20283,0,"[24, 16, 17]",416,smb
1227,139,19619,177001587,1836174411,8,0,24,18824,45511,0,"[24, 16]",416,smb
1228,139,19619,177003035,1836174411,8,0,16,18824,29565,0,"[24, 16, 17]",416,smb
1229,139,19619,177004483,1836174411,8,0,24,18824,37540,0,"[24, 16]",416,smb
1230,139,19619,177005931,1836174411,8,0,16,18824,47246,0,"[24, 16, 17]",416,smb
1231,139,19619,177007379,1836174411,8,0,24,18824,61440,0,"[24, 16]",416,smb
1232,139,19619,177008827,1836174411,8,0,16,18824,25627,0,"[24, 16, 17]",416,smb
1233,139,19619,177010275,1836174411,8,0,24,18824,32255,0,"[24, 16]",416,smb
1234,139,19619,177011723,1836174411,8,0,16,18824,3317,0,"[24, 16, 17]",416,smb
1235,139,19619,177013171,1836174411,8,0,24,18824,63584,0,"[24, 16]",416,smb
1236,139,19619,177014619,1836174411,8,0,16,18824,48457,0,"[24, 16, 17]",416,smb
1237,139,19619,177016067,1836174411,8,0,24,18824,436,0,"[24, 16]",416,smb
1238,139,19619,177017515,1836174411,8,0,16,18824,62085,0,"[24, 16, 17]",416,smb
1239,139,19619,177018963,1836174411,8,0,24,18824,13853,0,"[24, 16]",416,smb
1240,19619,139,1836174411,177020411,8,0,16,65160,45812,0,"[24, 16, 17]",416,smb
1241,139,15866,201822192,4227087779,8,0,16,18824,62181,0,"[24, 16, 17]",417,smb
1242,139,15866,201823640,4227087779,8,0,24,18824,23434,0,"[24, 16]",417,smb
1243,139,15866,201825088,4227087779,8,0,16,18824,50796,0,"[24, 16, 17]",417,smb
1244,139,15866,201826536,4227087779,8,0,24,18824,1042,0,"[24, 16]",417,smb
1245,139,15866,201827984,4227087779,8,0,16,18824,24781,0,"[24, 16, 17]",417,smb
1246,139,15866,201829432,4227087779,8,0,24,18824,7446,0,"[24, 16]",417,smb
1247,139,15866,201830880,4227087779,8,0,16,18824,59281,0,"[24, 16, 17]",417,smb
1248,139,15866,201832328,4227087779,8,0,24,18824,32602,0,"[24, 16]",417,smb
1249,139,15866,201833776,4227087779,8,0,16,18824,10212,0,"[24, 16, 17]",417,smb
1250,139,15866,201835224,4227087779,8,0,24,18824,4150,0,"[24, 16]",417,smb
1251,139,15866,201836672,4227087779,8,0,16,18824,24120,0,"[24, 16, 17]",417,smb
1252,139,15866,201838120,4227087779,8,0,24,18824,45199,0,"[24, 16]",417,smb
1253,139,15866,201839568,4227087779,8,0,16,18824,5257,0,"[24, 16, 17]",417,smb
1254,139,15866,201841016,4227087779,8,0,24,18824,48750,0,"[24, 16]",417,smb
